offset,topic,payload
387.3021ms,BMS/v1/PUB/Metadata/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH02/feedback/value,"{""objectType"":""Sensor"",""pointType"":""AirRelativeHumidity"",""engUnit"":""%RH"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C"",""ColdAisle""]}"
393.0401ms,BMS/v1/PUB/Metadata/Sensor/Sound/nvidia/titan/pod1C/rowE/environment/coldAisle/sound/sound01/feedback/value,"{""objectType"":""Sensor"",""pointType"":""Sound"",""engUnit"":""dB"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C"",""ColdAisle""]}"
394.0321ms,BMS/v1/PUB/Metadata/Sensor/Sound/nvidia/titan/pod1C/rowE/environment/coldAisle/sound/sound02/feedback/value,"{""objectType"":""Sensor"",""pointType"":""Sound"",""engUnit"":""dB"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C"",""ColdAisle""]}"
397.0113ms,BMS/v1/PUB/Metadata/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp01/feedback/value,"{""objectType"":""Sensor"",""pointType"":""AirTemperature"",""engUnit"":""C"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C"",""ColdAisle""]}"
400.7141ms,BMS/v1/PUB/Metadata/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp02/feedback/value,"{""objectType"":""Sensor"",""pointType"":""AirTemperature"",""engUnit"":""C"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C"",""ColdAisle""]}"
404.1493ms,BMS/v1/PUB/Metadata/Sensor/AirDifferentialPressure/nvidia/titan/pod1C/rowE/environment/dp/dp01/feedback/value,"{""objectType"":""Sensor"",""pointType"":""AirDifferentialPressure"",""engUnit"":""Pa"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C""]}"
408.0171ms,BMS/v1/PUB/Metadata/Sensor/AirDifferentialPressure/nvidia/titan/pod1C/rowE/environment/dp/dp02/feedback/value,"{""objectType"":""Sensor"",""pointType"":""AirDifferentialPressure"",""engUnit"":""Pa"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C""]}"
410.7413ms,BMS/v1/PUB/Metadata/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH01/feedback/value,"{""objectType"":""Sensor"",""pointType"":""AirRelativeHumidity"",""engUnit"":""%RH"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C"",""HotAisle""]}"
414.7871ms,BMS/v1/PUB/Metadata/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH02/feedback/value,"{""objectType"":""Sensor"",""pointType"":""AirRelativeHumidity"",""engUnit"":""%RH"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C"",""HotAisle""]}"
417.9733ms,BMS/v1/PUB/Metadata/Sensor/Sound/nvidia/titan/pod1C/rowE/environment/hotAisle/sound/sound01/feedback/value,"{""objectType"":""Sensor"",""pointType"":""Sound"",""engUnit"":""dB"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C"",""HotAisle""]}"
421.6161ms,BMS/v1/PUB/Metadata/Sensor/Sound/nvidia/titan/pod1C/rowE/environment/hotAisle/sound/sound02/feedback/value,"{""objectType"":""Sensor"",""pointType"":""Sound"",""engUnit"":""dB"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C"",""HotAisle""]}"
425.262ms,BMS/v1/PUB/Metadata/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp01/feedback/value,"{""objectType"":""Sensor"",""pointType"":""AirTemperature"",""engUnit"":""C"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C"",""HotAisle""]}"
427.9179ms,BMS/v1/PUB/Metadata/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp02/feedback/value,"{""objectType"":""Sensor"",""pointType"":""AirTemperature"",""engUnit"":""C"",""objectName"":""EnvSensorsPod1C"",""objectId"":""EnvSensorsPod1C"",""processArea"":[""Pod1C"",""HotAisle""]}"
508.2123ms,BMS/v1/PUB/Metadata/Rack/RackPower/nvidia/titan/pod1C/rowE/rack01/info/power/power/value,"{""objectType"":""Rack"",""pointType"":""RackPower"",""engUnit"":""kW"",""rackLocationName"":""Pod1C-E01"",""rackLocationId"":""Pod1C-E01""}"
579.8911ms,BMS/v1/PUB/Metadata/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack02/energyValve/dp/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidDifferentialPressure"",""engUnit"":""kPa"",""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02""}"
581.8741ms,BMS/v1/PUB/Metadata/Rack/RackLiquidDifferentialPressureSp/nvidia/titan/pod1C/rowE/rack02/energyValve/dpSetpoint/rValue,"{""objectType"":""Rack"",""pointType"":""RackLiquidDifferentialPressureSp"",""engUnit"":""kPa"",""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02"",""isSetpoint"":true}"
584.4751ms,BMS/v1/PUB/Metadata/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack02/energyValve/flow/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidFlow"",""engUnit"":""LPM"",""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02""}"
586.4749ms,BMS/v1/PUB/Metadata/Rack/RackControlValvePosition/nvidia/titan/pod1C/rowE/rack02/energyValve/positionSig/rValue,"{""objectType"":""Rack"",""pointType"":""RackControlValvePosition"",""engUnit"":""%"",""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02""}"
588.6041ms,BMS/v1/PUB/Metadata/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack02/energyValve/returnTemperature/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidReturnTemperature"",""engUnit"":""C"",""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02""}"
590.8851ms,BMS/v1/PUB/Metadata/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack02/energyValve/supplyTemperature/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidSupplyTemperature"",""engUnit"":""C"",""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02""}"
595.2991ms,BMS/v1/PUB/Metadata/Rack/RackPower/nvidia/titan/pod1C/rowE/rack02/info/power/power/value,"{""objectType"":""Rack"",""pointType"":""RackPower"",""engUnit"":""kW"",""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02""}"
596.1631ms,BMS/v1/PUB/Metadata/Rack/RackElectricalIsolationStatus/nvidia/titan/pod1C/rowE/rack02/leakDetection/elecIsolateFlag/rValue,"{""objectType"":""Rack"",""pointType"":""RackElectricalIsolationStatus"",""stateText"":[{""value"":0,""text"":""NotIsolated""},{""value"":1,""text"":""Isolated""}],""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02""}"
597.9271ms,BMS/v1/PUB/Metadata/Rack/RackLeakDetectTray/nvidia/titan/pod1C/rowE/rack02/leakDetection/leakDetectRackTray/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackLeakDetectTray"",""rackLocationId"":""Pod1C-E02"",""rackLocationName"":""Pod1C-E02"",""stateText"":[{""text"":""NoLeak"",""value"":0},{""text"":""Leak"",""value"":1}],""integration"":""NICO""}"
601.0491ms,BMS/v1/PUB/Metadata/Rack/RackElectricalIsolationRequest/nvidia/titan/pod1C/rowE/rack02/leakDetection/leakResponseRackElectricalIsolationRequest/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackElectricalIsolationRequest"",""stateText"":[{""value"":0,""text"":""NoIsolateRequest""},{""value"":1,""text"":""IsolateRequest""}],""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02"",""integration"":""NICO""}"
603.8551ms,BMS/v1/PUB/Metadata/Rack/RackLiquidIsolationRequest/nvidia/titan/pod1C/rowE/rack02/leakDetection/leakResponseRackLiquidIsolationRequest/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackLiquidIsolationRequest"",""stateText"":[{""value"":0,""text"":""NoIsolateRequest""},{""value"":1,""text"":""IsolateRequest""}],""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02"",""integration"":""NICO""}"
608.0601ms,BMS/v1/PUB/Metadata/Rack/RackLiquidIsolationStatus/nvidia/titan/pod1C/rowE/rack02/leakDetection/liqIsolateFlag/rValue,"{""objectType"":""Rack"",""pointType"":""RackLiquidIsolationStatus"",""stateText"":[{""value"":0,""text"":""NotIsolated""},{""value"":1,""text"":""Isolated""}],""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02""}"
610.0761ms,BMS/v1/PUB/Metadata/Rack/RackLeakSensorFault/nvidia/titan/pod1C/rowE/rack02/leakStatus/deviceFail/enabled/rValue,"{""objectType"":""Rack"",""pointType"":""RackLeakSensorFault"",""stateText"":[{""value"":0,""text"":""NoFault""},{""value"":1,""text"":""Fault""}],""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02""}"
613.2971ms,BMS/v1/PUB/Metadata/Rack/RackLeakDetect/nvidia/titan/pod1C/rowE/rack02/leakStatus/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackLeakDetect"",""stateText"":[{""value"":0,""text"":""NoLeak""},{""value"":1,""text"":""Leak""}],""rackLocationName"":""Pod1C-E02"",""rackLocationId"":""Pod1C-E02""}"
616.5731ms,BMS/v1/PUB/Metadata/Valve/ValvePosition/nvidia/titan/pod1C/rowE/rack02/returnValve/positionCommand/rValue,"{""objectType"":""Valve"",""pointType"":""ValvePosition"",""stateText"":[{""value"":0,""text"":""Closed""},{""value"":1,""text"":""Open""}],""associateId"":""Pod1C-E02"",""processArea"":[""Return""]}"
619.3919ms,BMS/v1/PUB/Metadata/Shunt/Status/nvidia/titan/pod1C/rowE/rack02/shuntTrip/cmd/rValue,"{""objectType"":""Shunt"",""pointType"":""Status"",""stateText"":[{""value"":0,""text"":""Off""},{""value"":1,""text"":""On""}],""associateId"":""C-E02-TAP-E2""}"
622.5571ms,BMS/v1/PUB/Metadata/Valve/ValvePosition/nvidia/titan/pod1C/rowE/rack02/supplyValve/positionCommand/rValue,"{""objectType"":""Valve"",""pointType"":""ValvePosition"",""stateText"":[{""value"":0,""text"":""Closed""},{""value"":1,""text"":""Open""}],""associateId"":""Pod1C-E02"",""processArea"":[""Supply""]}"
699.5891ms,BMS/v1/PUB/Metadata/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack03/energyValve/dp/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidDifferentialPressure"",""engUnit"":""kPa"",""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03""}"
703.0891ms,BMS/v1/PUB/Metadata/Rack/RackLiquidDifferentialPressureSp/nvidia/titan/pod1C/rowE/rack03/energyValve/dpSetpoint/rValue,"{""objectType"":""Rack"",""pointType"":""RackLiquidDifferentialPressureSp"",""engUnit"":""kPa"",""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03"",""isSetpoint"":true}"
707.7931ms,BMS/v1/PUB/Metadata/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack03/energyValve/flow/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidFlow"",""engUnit"":""LPM"",""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03""}"
710.5181ms,BMS/v1/PUB/Metadata/Rack/RackControlValvePosition/nvidia/titan/pod1C/rowE/rack03/energyValve/positionSig/rValue,"{""objectType"":""Rack"",""pointType"":""RackControlValvePosition"",""engUnit"":""%"",""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03""}"
714.8721ms,BMS/v1/PUB/Metadata/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack03/energyValve/returnTemperature/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidReturnTemperature"",""engUnit"":""C"",""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03""}"
718.3811ms,BMS/v1/PUB/Metadata/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack03/energyValve/supplyTemperature/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidSupplyTemperature"",""engUnit"":""C"",""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03""}"
721.0469ms,BMS/v1/PUB/Metadata/Rack/RackPower/nvidia/titan/pod1C/rowE/rack03/info/power/power/value,"{""objectType"":""Rack"",""pointType"":""RackPower"",""engUnit"":""kW"",""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03""}"
724.4961ms,BMS/v1/PUB/Metadata/Rack/RackElectricalIsolationStatus/nvidia/titan/pod1C/rowE/rack03/leakDetection/elecIsolateFlag/rValue,"{""objectType"":""Rack"",""pointType"":""RackElectricalIsolationStatus"",""stateText"":[{""value"":0,""text"":""NotIsolated""},{""value"":1,""text"":""Isolated""}],""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03""}"
727.4151ms,BMS/v1/PUB/Metadata/Rack/RackLeakDetectTray/nvidia/titan/pod1C/rowE/rack03/leakDetection/leakDetectRackTray/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackLeakDetectTray"",""rackLocationId"":""Pod1C-E03"",""rackLocationName"":""Pod1C-E03"",""stateText"":[{""text"":""NoLeak"",""value"":0},{""text"":""Leak"",""value"":1}],""integration"":""NICO""}"
729.7373ms,BMS/v1/PUB/Metadata/Rack/RackElectricalIsolationRequest/nvidia/titan/pod1C/rowE/rack03/leakDetection/leakResponseRackElectricalIsolationRequest/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackElectricalIsolationRequest"",""stateText"":[{""value"":0,""text"":""NoIsolateRequest""},{""value"":1,""text"":""IsolateRequest""}],""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03"",""integration"":""NICO""}"
732.9211ms,BMS/v1/PUB/Metadata/Rack/RackLiquidIsolationRequest/nvidia/titan/pod1C/rowE/rack03/leakDetection/leakResponseRackLiquidIsolationRequest/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackLiquidIsolationRequest"",""stateText"":[{""value"":0,""text"":""NoIsolateRequest""},{""value"":1,""text"":""IsolateRequest""}],""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03"",""integration"":""NICO""}"
735.1331ms,BMS/v1/PUB/Metadata/Rack/RackLiquidIsolationStatus/nvidia/titan/pod1C/rowE/rack03/leakDetection/liqIsolateFlag/rValue,"{""objectType"":""Rack"",""pointType"":""RackLiquidIsolationStatus"",""stateText"":[{""value"":0,""text"":""NotIsolated""},{""value"":1,""text"":""Isolated""}],""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03""}"
737.9171ms,BMS/v1/PUB/Metadata/Rack/RackLeakSensorFault/nvidia/titan/pod1C/rowE/rack03/leakStatus/deviceFail/enabled/rValue,"{""objectType"":""Rack"",""pointType"":""RackLeakSensorFault"",""stateText"":[{""value"":0,""text"":""NoFault""},{""value"":1,""text"":""Fault""}],""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03""}"
740.7951ms,BMS/v1/PUB/Metadata/Rack/RackLeakDetect/nvidia/titan/pod1C/rowE/rack03/leakStatus/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackLeakDetect"",""stateText"":[{""value"":0,""text"":""NoLeak""},{""value"":1,""text"":""Leak""}],""rackLocationName"":""Pod1C-E03"",""rackLocationId"":""Pod1C-E03""}"
742.3379ms,BMS/v1/PUB/Metadata/Valve/ValvePosition/nvidia/titan/pod1C/rowE/rack03/returnValve/positionCommand/rValue,"{""objectType"":""Valve"",""pointType"":""ValvePosition"",""stateText"":[{""value"":0,""text"":""Closed""},{""value"":1,""text"":""Open""}],""associateId"":""Pod1C-E03"",""processArea"":[""Return""]}"
745.1681ms,BMS/v1/PUB/Metadata/Shunt/Status/nvidia/titan/pod1C/rowE/rack03/shuntTrip/cmd/rValue,"{""objectType"":""Shunt"",""pointType"":""Status"",""stateText"":[{""value"":0,""text"":""Off""},{""value"":1,""text"":""On""}],""associateId"":""C-E03-TAP-E2""}"
747.7879ms,BMS/v1/PUB/Metadata/Valve/ValvePosition/nvidia/titan/pod1C/rowE/rack03/supplyValve/positionCommand/rValue,"{""objectType"":""Valve"",""pointType"":""ValvePosition"",""stateText"":[{""value"":0,""text"":""Closed""},{""value"":1,""text"":""Open""}],""associateId"":""Pod1C-E03"",""processArea"":[""Supply""]}"
813.8951ms,BMS/v1/PUB/Metadata/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack04/energyValve/dp/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidDifferentialPressure"",""engUnit"":""kPa"",""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04""}"
817.1391ms,BMS/v1/PUB/Metadata/Rack/RackLiquidDifferentialPressureSp/nvidia/titan/pod1C/rowE/rack04/energyValve/dpSetpoint/rValue,"{""objectType"":""Rack"",""pointType"":""RackLiquidDifferentialPressureSp"",""engUnit"":""kPa"",""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04"",""isSetpoint"":true}"
820.1941ms,BMS/v1/PUB/Metadata/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack04/energyValve/flow/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidFlow"",""engUnit"":""LPM"",""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04""}"
824.7501ms,BMS/v1/PUB/Metadata/Rack/RackControlValvePosition/nvidia/titan/pod1C/rowE/rack04/energyValve/positionSig/rValue,"{""objectType"":""Rack"",""pointType"":""RackControlValvePosition"",""engUnit"":""%"",""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04""}"
827.8251ms,BMS/v1/PUB/Metadata/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack04/energyValve/returnTemperature/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidReturnTemperature"",""engUnit"":""C"",""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04""}"
830.4971ms,BMS/v1/PUB/Metadata/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack04/energyValve/supplyTemperature/feedback/value,"{""objectType"":""Rack"",""pointType"":""RackLiquidSupplyTemperature"",""engUnit"":""C"",""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04""}"
834.5381ms,BMS/v1/PUB/Metadata/Rack/RackPower/nvidia/titan/pod1C/rowE/rack04/info/power/power/value,"{""objectType"":""Rack"",""pointType"":""RackPower"",""engUnit"":""kW"",""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04""}"
836.4253ms,BMS/v1/PUB/Metadata/Rack/RackElectricalIsolationStatus/nvidia/titan/pod1C/rowE/rack04/leakDetection/elecIsolateFlag/rValue,"{""objectType"":""Rack"",""pointType"":""RackElectricalIsolationStatus"",""stateText"":[{""value"":0,""text"":""NotIsolated""},{""value"":1,""text"":""Isolated""}],""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04""}"
840.0743ms,BMS/v1/PUB/Metadata/Rack/RackLeakDetectTray/nvidia/titan/pod1C/rowE/rack04/leakDetection/leakDetectRackTray/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackLeakDetectTray"",""rackLocationId"":""Pod1C-E04"",""rackLocationName"":""Pod1C-E04"",""stateText"":[{""text"":""NoLeak"",""value"":0},{""text"":""Leak"",""value"":1}],""integration"":""NICO""}"
843.606ms,BMS/v1/PUB/Metadata/Rack/RackElectricalIsolationRequest/nvidia/titan/pod1C/rowE/rack04/leakDetection/leakResponseRackElectricalIsolationRequest/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackElectricalIsolationRequest"",""stateText"":[{""value"":0,""text"":""NoIsolateRequest""},{""value"":1,""text"":""IsolateRequest""}],""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04"",""integration"":""NICO""}"
846.5941ms,BMS/v1/PUB/Metadata/Rack/RackLiquidIsolationRequest/nvidia/titan/pod1C/rowE/rack04/leakDetection/leakResponseRackLiquidIsolationRequest/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackLiquidIsolationRequest"",""stateText"":[{""value"":0,""text"":""NoIsolateRequest""},{""value"":1,""text"":""IsolateRequest""}],""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04"",""integration"":""NICO""}"
850.1981ms,BMS/v1/PUB/Metadata/Rack/RackLiquidIsolationStatus/nvidia/titan/pod1C/rowE/rack04/leakDetection/liqIsolateFlag/rValue,"{""objectType"":""Rack"",""pointType"":""RackLiquidIsolationStatus"",""stateText"":[{""value"":0,""text"":""NotIsolated""},{""value"":1,""text"":""Isolated""}],""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04""}"
853.1611ms,BMS/v1/PUB/Metadata/Rack/RackLeakSensorFault/nvidia/titan/pod1C/rowE/rack04/leakStatus/deviceFail/enabled/rValue,"{""objectType"":""Rack"",""pointType"":""RackLeakSensorFault"",""stateText"":[{""value"":0,""text"":""NoFault""},{""value"":1,""text"":""Fault""}],""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04""}"
856.3833ms,BMS/v1/PUB/Metadata/Rack/RackLeakDetect/nvidia/titan/pod1C/rowE/rack04/leakStatus/state/rValue,"{""objectType"":""Rack"",""pointType"":""RackLeakDetect"",""stateText"":[{""value"":0,""text"":""NoLeak""},{""value"":1,""text"":""Leak""}],""rackLocationName"":""Pod1C-E04"",""rackLocationId"":""Pod1C-E04""}"
860.1991ms,BMS/v1/PUB/Metadata/Valve/ValvePosition/nvidia/titan/pod1C/rowE/rack04/returnValve/positionCommand/rValue,"{""objectType"":""Valve"",""pointType"":""ValvePosition"",""stateText"":[{""value"":0,""text"":""Closed""},{""value"":1,""text"":""Open""}],""associateId"":""Pod1C-E04"",""processArea"":[""Return""]}"
862.242ms,BMS/v1/PUB/Metadata/Shunt/Status/nvidia/titan/pod1C/rowE/rack04/shuntTrip/cmd/rValue,"{""objectType"":""Shunt"",""pointType"":""Status"",""stateText"":[{""value"":0,""text"":""Off""},{""value"":1,""text"":""On""}],""associateId"":""C-E04-TAP-E2""}"
865.5321ms,BMS/v1/PUB/Metadata/Valve/ValvePosition/nvidia/titan/pod1C/rowE/rack04/supplyValve/positionCommand/rValue,"{""objectType"":""Valve"",""pointType"":""ValvePosition"",""stateText"":[{""value"":0,""text"":""Closed""},{""value"":1,""text"":""Open""}],""associateId"":""Pod1C-E04"",""processArea"":[""Supply""]}"
868.4931ms,BMS/v1/PUB/Metadata/PowerMeter/CurrentLimit/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/capacity/value,"{""objectType"":""PowerMeter"",""pointType"":""CurrentLimit"",""engUnit"":""A"",""objectName"":""C-E05-TAP-E1"",""objectId"":""C-E05-TAP-E1"",""servesId"":[""Pod1C-E05""]}"
870.4641ms,BMS/v1/PUB/Metadata/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/current/value,"{""objectType"":""PowerMeter"",""pointType"":""Current"",""engUnit"":""A"",""objectName"":""C-E05-TAP-E1"",""objectId"":""C-E05-TAP-E1"",""servesId"":[""Pod1C-E05""]}"
873.611ms,BMS/v1/PUB/Metadata/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/maxCurrent/value,"{""objectType"":""PowerMeter"",""pointType"":""Current"",""engUnit"":""A"",""objectName"":""C-E05-TAP-E1"",""objectId"":""C-E05-TAP-E1"",""servesId"":[""Pod1C-E05""]}"
876.0643ms,BMS/v1/PUB/Metadata/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase1/value,"{""engUnit"":""A"",""objectId"":""C-E05-TAP-E1"",""objectName"":""C-E05-TAP-E1"",""objectType"":""PowerMeter"",""phase"":""A"",""pointType"":""PhaseCurrent"",""servesId"":[""Pod1C-E05""]}"
879.1521ms,BMS/v1/PUB/Metadata/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase2/value,"{""engUnit"":""A"",""objectId"":""C-E05-TAP-E1"",""objectName"":""C-E05-TAP-E1"",""objectType"":""PowerMeter"",""phase"":""B"",""pointType"":""PhaseCurrent"",""servesId"":[""Pod1C-E05""]}"
881.9151ms,BMS/v1/PUB/Metadata/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase3/value,"{""engUnit"":""A"",""objectId"":""C-E05-TAP-E1"",""objectName"":""C-E05-TAP-E1"",""objectType"":""PowerMeter"",""phase"":""C"",""pointType"":""PhaseCurrent"",""servesId"":[""Pod1C-E05""]}"
885.4981ms,BMS/v1/PUB/Metadata/PowerMeter/Frequency/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/frequency/value,"{""objectType"":""PowerMeter"",""pointType"":""Frequency"",""engUnit"":""Hz"",""objectName"":""C-E05-TAP-E1"",""objectId"":""C-E05-TAP-E1"",""servesId"":[""Pod1C-E05""]}"
887.9581ms,BMS/v1/PUB/Metadata/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/activePower/value,"{""objectType"":""PowerMeter"",""pointType"":""ActivePower"",""engUnit"":""kW"",""objectName"":""C-E05-TAP-E1"",""objectId"":""C-E05-TAP-E1"",""servesId"":[""Pod1C-E05""]}"
891.1861ms,BMS/v1/PUB/Metadata/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/apparentPower/value,"{""objectType"":""PowerMeter"",""pointType"":""ApparentPower"",""engUnit"":""kVA"",""objectName"":""C-E05-TAP-E1"",""objectId"":""C-E05-TAP-E1"",""servesId"":[""Pod1C-E05""]}"
893.9461ms,BMS/v1/PUB/Metadata/PowerMeter/PowerFactor/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/powerFactor/value,"{""objectType"":""PowerMeter"",""pointType"":""PowerFactor"",""objectName"":""C-E05-TAP-E1"",""objectId"":""C-E05-TAP-E1"",""servesId"":[""Pod1C-E05""]}"
896.7431ms,BMS/v1/PUB/Metadata/PowerMeter/Voltage/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/voltage/voltage/value,"{""objectType"":""PowerMeter"",""pointType"":""Voltage"",""engUnit"":""V"",""objectName"":""C-E05-TAP-E1"",""objectId"":""C-E05-TAP-E1"",""servesId"":[""Pod1C-E05""]}"
